Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Purchased Date,Year-Month
North Carolina,Dzire,Maruti,Sedan,Red,Manual,5,5,Diesel,2016,7400,2024-06-26,2024-06
Oregon,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Diesel,2016,8400,2019-10-09,2019-10
California,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Electric,2019,8500,2020-09-05,2020-09
Ohio,Swift,Maruti,Sedan,Gray,Manual,5,4,Hybrid,2016,8300,2022-09-05,2022-09
Colorado,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Petrol,2016,6800,2018-07-31,2018-07
Tennessee,Kags,Renault,SUV,Black,Manual,7,5,Hybrid,2018,9100,2017-12-24,2017-12
Ohio,Dzire,Maruti,Sedan,Blue,Manual,5,5,Diesel,2020,7000,2021-09-21,2021-09
Texas,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Petrol,2023,7600,2019-08-01,2019-08
North Carolina,Plato,Prazo,Convertible,White,Automatic,2,2,Hybrid,2020,9900,2022-11-19,2022-11
Illinois,Etriga,Maruti,Hatchback,Red,Manual,4,5,Diesel,2024,6100,2023-09-01,2023-09
Illinois,Thar,Mahindra,SUV,Red,Automatic,5,3,Electric,2017,9700,2021-05-22,2021-05
Illinois,Thar,Mahindra,SUV,White,Automatic,5,3,Hybrid,2022,8700,2016-04-13,2016-04
Wisconsin,Swift,Maruti,Sedan,Blue,Automatic,5,4,Diesel,2016,7400,2018-12-11,2018-12
Arizona,Dzire,Maruti,Sedan,Gray,Manual,5,5,Hybrid,2024,7500,2017-02-07,2017-02
Illinois,Thar,Mahindra,SUV,Red,Automatic,5,3,Hybrid,2016,9300,2017-11-05,2017-11
Oklahoma,Yodha,Tata,Truck,White,Manual,3,2,Diesel,2024,7100,2019-12-11,2019-12
Wisconsin,Kags,Renault,SUV,Blue,Automatic,7,5,Hybrid,2016,9300,2016-05-03,2016-05
Florida,Thar,Mahindra,SUV,Red,Automatic,5,3,Diesel,2016,8400,2017-11-05,2017-11
Arizona,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Diesel,2024,6100,2023-12-08,2023-12
Illinois,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Petrol,2015,8400,2017-09-07,2017-09
Ohio,Creta,Hyundai,Hatchback,Gray,Automatic,5,5,Electric,2021,7800,2022-06-06,2022-06
Pennsylvania,Swift,Maruti,Sedan,Black,Automatic,5,4,Petrol,2019,7000,2017-04-18,2017-04
Florida,Dzire,Maruti,Sedan,White,Manual,5,5,Petrol,2019,7000,2015-02-04,2015-02
Arizona,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Electric,2024,9000,2023-07-18,2023-07
Tennessee,Plato,Prazo,Convertible,Red,Automatic,2,2,Diesel,2015,9500,2018-08-09,2018-08
New York,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Petrol,2016,6800,2020-10-26,2020-10
Texas,Hilux,Toyota,Truck,Blue,Automatic,4,2,Petrol,2022,7200,2021-03-24,2021-03
Arizona,Hilux,Toyota,Truck,White,Manual,4,2,Electric,2018,9100,2017-10-13,2017-10
Texas,Creta,Hyundai,Hatchback,Black,Manual,5,5,Petrol,2019,6500,2020-01-25,2020-01
Arizona,i20,Hyundai,Hatchback,Blue,Manual,4,5,Electric,2015,8400,2021-01-20,2021-01
Ohio,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Electric,2015,8400,2019-02-02,2019-02
California,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Diesel,2017,6800,2021-01-20,2021-01
Tennessee,Plato,Prazo,Convertible,Gray,Manual,2,2,Electric,2017,10700,2015-03-15,2015-03
Arizona,Dzire,Maruti,Sedan,Red,Automatic,5,5,Diesel,2022,6800,2020-02-17,2020-02
Arizona,Yodha,Tata,Truck,White,Manual,3,2,Diesel,2023,7200,2022-02-22,2022-02
North Carolina,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Hybrid,2022,7700,2016-11-02,2016-11
New York,Etriga,Maruti,Hatchback,Black,Manual,4,5,Diesel,2016,6900,2020-01-20,2020-01
New York,Plato,Prazo,Convertible,Blue,Manual,2,2,Electric,2024,10000,2020-03-16,2020-03
Illinois,Kags,Renault,SUV,Black,Automatic,7,5,Electric,2015,9900,2023-10-15,2023-10
Pennsylvania,Yodha,Tata,Truck,Gray,Manual,3,2,Electric,2024,8500,2015-03-25,2015-03
Arizona,Thar,Mahindra,SUV,Gray,Automatic,5,3,Diesel,2016,8400,2015-07-28,2015-07
Wisconsin,Hilux,Toyota,Truck,Red,Manual,4,2,Petrol,2020,7400,2024-11-08,2024-11
California,Hilux,Toyota,Truck,Red,Automatic,4,2,Hybrid,2017,8700,2019-05-27,2019-05
California,Thar,Mahindra,SUV,Gray,Manual,5,3,Petrol,2021,7800,2020-04-12,2020-04
Tennessee,Yodha,Tata,Truck,Red,Automatic,3,2,Petrol,2020,7400,2016-03-14,2016-03
Illinois,Kags,Renault,SUV,Blue,Automatic,7,5,Electric,2021,9300,2022-08-21,2022-08
New York,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Hybrid,2022,7200,2021-02-09,2021-02
Utah,Yodha,Tata,Truck,Blue,Manual,3,2,Petrol,2020,7400,2022-09-15,2022-09
Ohio,Dzire,Maruti,Sedan,Black,Manual,5,5,Petrol,2018,7100,2024-12-21,2024-12
North Carolina,Swift,Maruti,Sedan,Black,Manual,5,4,Electric,2019,8500,2018-02-27,2018-02
Texas,Dzire,Maruti,Sedan,Red,Manual,5,5,Petrol,2018,7100,2020-01-05,2020-01
Colorado,Scorpio,Mahindra,SUV,Black,Manual,5,5,Petrol,2015,8400,2021-10-24,2021-10
Wisconsin,i20,Hyundai,Hatchback,Red,Manual,4,5,Diesel,2015,7000,2016-08-20,2016-08
Wisconsin,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Petrol,2019,6500,2020-06-30,2020-06
New York,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Petrol,2018,8100,2020-04-19,2020-04
Arizona,Etriga,Maruti,Hatchback,Red,Manual,4,5,Petrol,2020,6400,2016-10-20,2016-10
Texas,Creta,Hyundai,Hatchback,Red,Manual,5,5,Diesel,2024,6100,2022-04-23,2022-04
California,Fortuner,Toyota,SUV,Gray,Manual,8,5,Petrol,2021,7800,2015-04-04,2015-04
New York,Yodha,Tata,Truck,Blue,Manual,3,2,Petrol,2024,7000,2018-09-25,2018-09
Arizona,Etriga,Maruti,Hatchback,White,Automatic,4,5,Electric,2023,7600,2023-03-04,2023-03
Ohio,Plato,Prazo,Convertible,Red,Automatic,2,2,Hybrid,2016,10300,2016-05-17,2016-05
Pennsylvania,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Electric,2020,7900,2018-07-22,2018-07
Pennsylvania,Thar,Mahindra,SUV,Red,Manual,5,3,Electric,2019,9500,2022-07-14,2022-07
California,Kags,Renault,SUV,Red,Manual,7,5,Diesel,2024,7600,2017-09-10,2017-09
North Carolina,Kags,Renault,SUV,Gray,Manual,7,5,Hybrid,2024,8500,2018-04-08,2018-04
Arizona,i20,Hyundai,Hatchback,Blue,Manual,4,5,Petrol,2018,6600,2019-10-29,2019-10
Ohio,Fortuner,Toyota,SUV,Blue,Manual,8,5,Petrol,2023,7600,2015-12-07,2015-12
Ohio,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Petrol,2016,6800,2021-12-22,2021-12
Arizona,Creta,Hyundai,Hatchback,Red,Manual,5,5,Hybrid,2023,7100,2021-07-26,2021-07
Illinois,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Petrol,2016,8300,2019-10-03,2019-10
Utah,Etriga,Maruti,Hatchback,Red,Manual,4,5,Petrol,2015,6900,2017-05-21,2017-05
California,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Petrol,2015,6900,2023-05-24,2023-05
Colorado,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Petrol,2019,6500,2017-08-17,2017-08
Ohio,Dzire,Maruti,Sedan,Gray,Manual,5,5,Diesel,2019,7100,2020-12-02,2020-12
North Carolina,Seltos,Kia,Hatchback,Blue,Manual,5,5,Diesel,2019,6600,2018-08-13,2018-08
Pennsylvania,Hilux,Toyota,Truck,Blue,Manual,4,2,Hybrid,2017,8700,2017-10-31,2017-10
Florida,i20,Hyundai,Hatchback,White,Automatic,4,5,Hybrid,2022,7200,2018-09-11,2018-09
Florida,i20,Hyundai,Hatchback,Blue,Manual,4,5,Diesel,2023,6200,2015-07-30,2015-07
Illinois,Creta,Hyundai,Hatchback,Black,Manual,5,5,Hybrid,2024,7000,2021-11-03,2021-11
Wisconsin,Kags,Renault,SUV,White,Automatic,7,5,Electric,2021,9300,2020-07-09,2020-07
North Carolina,Creta,Hyundai,Hatchback,White,Manual,5,5,Electric,2015,8400,2019-03-06,2019-03
Michigan,i20,Hyundai,Hatchback,Gray,Manual,4,5,Hybrid,2016,7800,2022-03-13,2022-03
California,Yodha,Tata,Truck,White,Automatic,3,2,Hybrid,2022,8200,2020-01-23,2020-01
Oklahoma,Hilux,Toyota,Truck,Black,Automatic,4,2,Diesel,2017,7800,2018-01-19,2018-01
Ohio,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Petrol,2020,6400,2015-12-10,2015-12
Wisconsin,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Electric,2023,9100,2022-11-03,2022-11
Colorado,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Diesel,2021,6400,2024-03-03,2024-03
Utah,Fortuner,Toyota,SUV,White,Manual,8,5,Electric,2024,9000,2017-10-03,2017-10
Wisconsin,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Hybrid,2024,7500,2016-06-19,2016-06
Texas,Dzire,Maruti,Sedan,White,Automatic,5,5,Hybrid,2022,7700,2017-07-20,2017-07
Colorado,Seltos,Kia,Hatchback,Black,Manual,5,5,Diesel,2015,7000,2019-05-08,2019-05
New York,Thar,Mahindra,SUV,White,Manual,5,3,Hybrid,2024,8500,2020-03-27,2020-03
Utah,Seltos,Kia,Hatchback,Black,Automatic,5,5,Petrol,2017,6700,2024-06-12,2024-06
Tennessee,i20,Hyundai,Hatchback,White,Automatic,4,5,Hybrid,2021,7300,2024-02-04,2024-02
Pennsylvania,Thar,Mahindra,SUV,Red,Automatic,5,3,Diesel,2020,8000,2017-03-23,2017-03
Illinois,Hilux,Toyota,Truck,Blue,Manual,4,2,Hybrid,2022,8200,2019-02-14,2019-02
North Carolina,Thar,Mahindra,SUV,Blue,Manual,5,3,Hybrid,2023,8600,2015-09-26,2015-09
Michigan,Plato,Prazo,Convertible,Blue,Automatic,2,2,Hybrid,2015,10400,2020-02-19,2020-02
Oklahoma,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Electric,2019,8000,2021-04-17,2021-04
Illinois,Dzire,Maruti,Sedan,White,Manual,5,5,Hybrid,2015,8400,2015-08-15,2015-08
Oklahoma,i20,Hyundai,Hatchback,Red,Automatic,4,5,Diesel,2022,6300,2022-04-06,2022-04
Florida,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Electric,2023,7600,2017-01-02,2017-01
Ohio,Hilux,Toyota,Truck,Red,Manual,4,2,Hybrid,2019,8500,2015-05-28,2015-05
Michigan,Seltos,Kia,Hatchback,Black,Manual,5,5,Diesel,2023,6200,2023-03-10,2023-03
Wisconsin,Swift,Maruti,Sedan,White,Automatic,5,4,Diesel,2017,7300,2016-06-17,2016-06
Utah,Kags,Renault,SUV,Blue,Automatic,7,5,Diesel,2018,8200,2024-05-11,2024-05
Pennsylvania,Hilux,Toyota,Truck,Gray,Manual,4,2,Electric,2016,9300,2022-02-10,2022-02
Oregon,Thar,Mahindra,SUV,Gray,Manual,5,3,Petrol,2018,8100,2020-09-25,2020-09
Wisconsin,Hilux,Toyota,Truck,Gray,Manual,4,2,Electric,2017,9200,2020-02-05,2020-02
Ohio,Thar,Mahindra,SUV,White,Manual,5,3,Hybrid,2017,9200,2016-09-01,2016-09
Oklahoma,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2020,6400,2023-01-25,2023-01
Oregon,i20,Hyundai,Hatchback,Black,Automatic,4,5,Diesel,2022,6300,2024-05-23,2024-05
New York,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Petrol,2021,6300,2015-10-20,2015-10
Wisconsin,Dzire,Maruti,Sedan,White,Automatic,5,5,Hybrid,2019,8000,2017-07-09,2017-07
Tennessee,Kags,Renault,SUV,Gray,Manual,7,5,Petrol,2019,8000,2018-05-06,2018-05
Arizona,Thar,Mahindra,SUV,Black,Automatic,5,3,Petrol,2021,7800,2015-07-24,2015-07
North Carolina,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Diesel,2020,6500,2017-03-19,2017-03
Colorado,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Petrol,2017,6700,2015-10-11,2015-10
Wisconsin,Fortuner,Toyota,SUV,Blue,Manual,8,5,Electric,2018,9600,2015-06-15,2015-06
Utah,Fortuner,Toyota,SUV,Black,Manual,8,5,Hybrid,2016,9300,2016-06-10,2016-06
North Carolina,Fortuner,Toyota,SUV,Black,Automatic,8,5,Diesel,2015,8500,2023-02-05,2023-02
Pennsylvania,Yodha,Tata,Truck,White,Automatic,3,2,Diesel,2022,7300,2021-11-14,2021-11
Utah,Hilux,Toyota,Truck,Blue,Manual,4,2,Electric,2016,9300,2017-01-21,2017-01
North Carolina,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Electric,2021,9300,2016-03-14,2016-03
Oklahoma,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2018,6600,2022-06-03,2022-06
New York,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Hybrid,2020,7400,2018-12-02,2018-12
Michigan,Swift,Maruti,Sedan,Red,Manual,5,4,Electric,2022,8200,2015-12-10,2015-12
Illinois,Hilux,Toyota,Truck,Gray,Manual,4,2,Diesel,2022,7300,2024-06-14,2024-06
Illinois,Hilux,Toyota,Truck,Blue,Automatic,4,2,Electric,2016,9300,2021-04-04,2021-04
Oregon,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Hybrid,2018,7600,2021-03-20,2021-03
Michigan,Thar,Mahindra,SUV,White,Automatic,5,3,Petrol,2020,7900,2021-09-22,2021-09
Utah,Creta,Hyundai,Hatchback,White,Automatic,5,5,Petrol,2018,6600,2020-08-29,2020-08
California,Yodha,Tata,Truck,Black,Manual,3,2,Petrol,2022,7200,2017-05-11,2017-05
Michigan,Yodha,Tata,Truck,White,Automatic,3,2,Petrol,2023,7100,2019-04-09,2019-04
Illinois,Creta,Hyundai,Hatchback,White,Manual,5,5,Diesel,2020,6500,2018-06-23,2018-06
Colorado,Hilux,Toyota,Truck,Blue,Manual,4,2,Hybrid,2022,8200,2023-09-29,2023-09
Illinois,Hilux,Toyota,Truck,Blue,Automatic,4,2,Hybrid,2016,8800,2022-04-27,2022-04
Texas,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Hybrid,2015,7900,2024-11-29,2024-11
Oregon,Seltos,Kia,Hatchback,Black,Automatic,5,5,Diesel,2023,6200,2015-12-20,2015-12
Texas,Seltos,Kia,Hatchback,White,Manual,5,5,Electric,2020,7900,2024-08-05,2024-08
California,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2019,6500,2015-10-11,2015-10
Texas,i20,Hyundai,Hatchback,Blue,Manual,4,5,Diesel,2024,6100,2020-01-24,2020-01
Tennessee,Fortuner,Toyota,SUV,White,Manual,8,5,Petrol,2017,8200,2022-11-01,2022-11
California,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Petrol,2017,6700,2018-06-09,2018-06
Florida,Swift,Maruti,Sedan,Red,Manual,5,4,Electric,2021,8300,2016-02-15,2016-02
Utah,Thar,Mahindra,SUV,Black,Manual,5,3,Hybrid,2024,8500,2020-09-20,2020-09
Pennsylvania,Hilux,Toyota,Truck,Red,Manual,4,2,Electric,2018,9100,2024-11-30,2024-11
Wisconsin,Dzire,Maruti,Sedan,Red,Manual,5,5,Diesel,2024,6600,2024-08-25,2024-08
Colorado,Hilux,Toyota,Truck,Gray,Manual,4,2,Hybrid,2015,8900,2022-04-24,2022-04
California,Kags,Renault,SUV,Blue,Automatic,7,5,Diesel,2016,8400,2024-05-18,2024-05
Wisconsin,Etriga,Maruti,Hatchback,White,Manual,4,5,Electric,2016,8300,2021-05-05,2021-05
Florida,Swift,Maruti,Sedan,Gray,Manual,5,4,Hybrid,2016,8300,2017-02-20,2017-02
Colorado,Yodha,Tata,Truck,Black,Automatic,3,2,Hybrid,2018,8600,2020-06-22,2020-06
North Carolina,Fortuner,Toyota,SUV,Black,Automatic,8,5,Electric,2024,9000,2019-06-30,2019-06
Arizona,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Hybrid,2017,9200,2015-10-30,2015-10
Oregon,Swift,Maruti,Sedan,Black,Manual,5,4,Electric,2024,8000,2017-06-10,2017-06
Oregon,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Electric,2015,9900,2015-11-30,2015-11
Pennsylvania,Swift,Maruti,Sedan,Black,Manual,5,4,Diesel,2018,7200,2023-11-15,2023-11
Oklahoma,Kags,Renault,SUV,Blue,Automatic,7,5,Electric,2021,9300,2020-09-13,2020-09
Tennessee,Hilux,Toyota,Truck,Black,Manual,4,2,Petrol,2019,7500,2016-06-13,2016-06
Florida,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Petrol,2017,6700,2023-09-11,2023-09
Arizona,Fortuner,Toyota,SUV,White,Automatic,8,5,Electric,2021,9300,2023-02-11,2023-02
North Carolina,Swift,Maruti,Sedan,White,Automatic,5,4,Diesel,2021,6900,2019-03-17,2019-03
California,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Electric,2015,8400,2024-01-14,2024-01
California,Yodha,Tata,Truck,Black,Automatic,3,2,Hybrid,2022,8200,2020-12-22,2020-12
Illinois,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Diesel,2021,6400,2023-11-20,2023-11
California,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Hybrid,2015,9400,2024-03-29,2024-03
Ohio,Plato,Prazo,Convertible,Blue,Automatic,2,2,Diesel,2016,9400,2016-02-11,2016-02
Utah,Kags,Renault,SUV,Blue,Manual,7,5,Hybrid,2017,9200,2016-03-27,2016-03
Oklahoma,Dzire,Maruti,Sedan,Black,Automatic,5,5,Diesel,2015,7500,2019-05-01,2019-05
Ohio,Seltos,Kia,Hatchback,White,Manual,5,5,Petrol,2022,6200,2017-04-16,2017-04
Illinois,Yodha,Tata,Truck,Gray,Manual,3,2,Electric,2015,9400,2021-03-20,2021-03
California,Kags,Renault,SUV,Blue,Automatic,7,5,Petrol,2015,8400,2020-07-21,2020-07
Florida,Fortuner,Toyota,SUV,Black,Automatic,8,5,Petrol,2022,7700,2016-02-06,2016-02
North Carolina,Plato,Prazo,Convertible,Red,Manual,2,2,Diesel,2019,9100,2023-03-23,2023-03
Colorado,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Petrol,2024,6000,2017-09-22,2017-09
Utah,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2015,6900,2021-01-28,2021-01
Ohio,Seltos,Kia,Hatchback,White,Automatic,5,5,Petrol,2016,6800,2024-05-06,2024-05
North Carolina,Swift,Maruti,Sedan,Black,Manual,5,4,Petrol,2018,7100,2023-04-06,2023-04
North Carolina,Hilux,Toyota,Truck,Black,Manual,4,2,Hybrid,2016,8800,2023-03-28,2023-03
New York,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2024,7500,2022-08-16,2022-08
North Carolina,Hilux,Toyota,Truck,Red,Automatic,4,2,Hybrid,2017,8700,2022-04-05,2022-04
Tennessee,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Petrol,2016,8300,2019-07-26,2019-07
Utah,Kags,Renault,SUV,Blue,Automatic,7,5,Petrol,2017,8200,2019-04-19,2019-04
California,Thar,Mahindra,SUV,Gray,Manual,5,3,Diesel,2019,8100,2018-03-18,2018-03
Florida,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Petrol,2016,6800,2017-05-17,2017-05
Oklahoma,Dzire,Maruti,Sedan,Red,Automatic,5,5,Hybrid,2024,7500,2021-07-04,2021-07
Ohio,Creta,Hyundai,Hatchback,White,Manual,5,5,Hybrid,2017,7700,2021-04-11,2021-04
Texas,Swift,Maruti,Sedan,Red,Automatic,5,4,Electric,2021,8300,2021-07-16,2021-07
Oklahoma,Dzire,Maruti,Sedan,Red,Automatic,5,5,Diesel,2017,7300,2020-05-22,2020-05
North Carolina,Seltos,Kia,Hatchback,Black,Manual,5,5,Diesel,2022,6300,2018-10-28,2018-10
Colorado,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2016,8300,2023-05-22,2023-05
Utah,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Petrol,2015,6900,2018-01-25,2018-01
Illinois,Hilux,Toyota,Truck,Red,Manual,4,2,Diesel,2023,7200,2019-09-07,2019-09
Colorado,Plato,Prazo,Convertible,Red,Automatic,2,2,Hybrid,2019,10000,2018-05-03,2018-05
Ohio,Yodha,Tata,Truck,White,Manual,3,2,Petrol,2024,7000,2017-07-03,2017-07
Michigan,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Hybrid,2019,8000,2023-08-27,2023-08
North Carolina,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Petrol,2017,6700,2017-12-22,2017-12
North Carolina,Seltos,Kia,Hatchback,White,Automatic,5,5,Hybrid,2015,7900,2015-11-15,2015-11
Tennessee,Kags,Renault,SUV,Blue,Manual,7,5,Diesel,2020,8000,2021-02-28,2021-02
California,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Diesel,2015,7000,2019-09-17,2019-09
Ohio,Yodha,Tata,Truck,Black,Manual,3,2,Electric,2023,8600,2020-03-21,2020-03
North Carolina,Yodha,Tata,Truck,Red,Manual,3,2,Diesel,2017,7800,2021-12-08,2021-12
North Carolina,Thar,Mahindra,SUV,White,Manual,5,3,Petrol,2017,8200,2015-01-20,2015-01
Pennsylvania,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Petrol,2024,7500,2021-12-01,2021-12
New York,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Petrol,2024,7500,2018-02-09,2018-02
Oregon,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2015,6900,2022-09-17,2022-09
Tennessee,Kags,Renault,SUV,Red,Automatic,7,5,Hybrid,2022,8700,2022-07-08,2022-07
Wisconsin,Creta,Hyundai,Hatchback,White,Manual,5,5,Petrol,2016,6800,2018-02-18,2018-02
Illinois,Swift,Maruti,Sedan,Blue,Automatic,5,4,Petrol,2020,6900,2016-01-19,2016-01
Ohio,Kags,Renault,SUV,Blue,Automatic,7,5,Petrol,2018,8100,2016-10-27,2016-10
Texas,Swift,Maruti,Sedan,Black,Automatic,5,4,Petrol,2024,6500,2017-03-11,2017-03
Oregon,i20,Hyundai,Hatchback,Black,Automatic,4,5,Hybrid,2024,7000,2021-09-12,2021-09
Oregon,i20,Hyundai,Hatchback,Black,Manual,4,5,Diesel,2022,6300,2015-07-11,2015-07
Texas,Plato,Prazo,Convertible,White,Automatic,2,2,Diesel,2019,9100,2020-06-17,2020-06
Illinois,Kags,Renault,SUV,Black,Automatic,7,5,Hybrid,2016,9300,2023-01-25,2023-01
Pennsylvania,Fortuner,Toyota,SUV,Red,Automatic,8,5,Electric,2017,9700,2018-10-13,2018-10
Tennessee,Scorpio,Mahindra,SUV,Red,Manual,5,5,Hybrid,2018,9100,2019-02-11,2019-02
California,Creta,Hyundai,Hatchback,Black,Manual,5,5,Hybrid,2015,7900,2020-04-11,2020-04
Ohio,Kags,Renault,SUV,Blue,Manual,7,5,Petrol,2017,8200,2024-08-04,2024-08
Florida,Thar,Mahindra,SUV,Gray,Manual,5,3,Petrol,2017,8200,2022-01-10,2022-01
New York,Kags,Renault,SUV,White,Manual,7,5,Hybrid,2021,8800,2021-11-25,2021-11
Utah,Thar,Mahindra,SUV,Blue,Automatic,5,3,Diesel,2024,7600,2018-10-16,2018-10
Wisconsin,i20,Hyundai,Hatchback,White,Manual,4,5,Electric,2016,8300,2015-03-17,2015-03
Pennsylvania,Plato,Prazo,Convertible,White,Automatic,2,2,Electric,2020,10400,2020-08-21,2020-08
Pennsylvania,Kags,Renault,SUV,Black,Manual,7,5,Hybrid,2018,9100,2021-02-06,2021-02
Oklahoma,i20,Hyundai,Hatchback,Blue,Manual,4,5,Hybrid,2016,7800,2020-09-27,2020-09
New York,Dzire,Maruti,Sedan,Red,Automatic,5,5,Hybrid,2022,7700,2015-10-07,2015-10
Utah,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Petrol,2021,7800,2018-07-31,2018-07
North Carolina,Etriga,Maruti,Hatchback,Red,Manual,4,5,Electric,2024,7500,2024-01-10,2024-01
Texas,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Hybrid,2020,7900,2020-01-23,2020-01
Tennessee,Plato,Prazo,Convertible,Blue,Manual,2,2,Electric,2022,10200,2024-06-20,2024-06
Arizona,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Diesel,2018,8200,2021-11-05,2021-11
New York,Kags,Renault,SUV,Blue,Automatic,7,5,Electric,2015,9900,2023-10-26,2023-10
Illinois,Swift,Maruti,Sedan,Black,Automatic,5,4,Diesel,2016,7400,2024-03-14,2024-03
Illinois,Yodha,Tata,Truck,Black,Automatic,3,2,Electric,2020,8900,2023-05-06,2023-05
North Carolina,Kags,Renault,SUV,Gray,Manual,7,5,Hybrid,2018,9100,2020-03-25,2020-03
California,Hilux,Toyota,Truck,Black,Automatic,4,2,Diesel,2022,7300,2019-07-06,2019-07
Pennsylvania,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Electric,2019,8500,2024-03-03,2024-03
California,Seltos,Kia,Hatchback,Black,Automatic,5,5,Diesel,2016,6900,2017-10-11,2017-10
California,Hilux,Toyota,Truck,Black,Manual,4,2,Electric,2024,8500,2020-03-20,2020-03
Colorado,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Electric,2021,7800,2021-02-01,2021-02
Arizona,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Diesel,2017,8300,2022-12-29,2022-12
Ohio,Thar,Mahindra,SUV,Blue,Manual,5,3,Diesel,2020,8000,2020-01-21,2020-01
Oklahoma,Thar,Mahindra,SUV,White,Manual,5,3,Hybrid,2021,8800,2021-08-04,2021-08
Illinois,Creta,Hyundai,Hatchback,Black,Manual,5,5,Hybrid,2023,7100,2023-12-25,2023-12
Oklahoma,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Petrol,2020,6400,2018-06-25,2018-06
Arizona,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Electric,2020,7900,2018-01-12,2018-01
Arizona,Scorpio,Mahindra,SUV,White,Manual,5,5,Petrol,2016,8300,2023-07-29,2023-07
Arizona,Hilux,Toyota,Truck,Blue,Manual,4,2,Electric,2020,8900,2019-06-20,2019-06
Tennessee,Creta,Hyundai,Hatchback,Black,Manual,5,5,Hybrid,2019,7500,2023-04-17,2023-04
Pennsylvania,Yodha,Tata,Truck,Black,Automatic,3,2,Diesel,2022,7300,2024-09-13,2024-09
Texas,Swift,Maruti,Sedan,Blue,Manual,5,4,Electric,2017,8700,2023-02-28,2023-02
Tennessee,Plato,Prazo,Convertible,Black,Automatic,2,2,Hybrid,2016,10300,2018-11-17,2018-11
California,Plato,Prazo,Convertible,Black,Automatic,2,2,Petrol,2016,9300,2017-06-23,2017-06
Illinois,Swift,Maruti,Sedan,White,Automatic,5,4,Petrol,2022,6700,2019-09-13,2019-09
