Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Portland;Kags;Renault;SUV;Black;Automatic;7;5;Petrol;2020;7900;2018-04-17;2018-04
Tennessee;Kags;Renault;SUV;Red;Automatic;7;5;Diesel;2015;8500;2019-04-30;2019-04
Madison;Etriga;Maruti;Hatchback;Gray;Manual;4;5;Diesel;2024;6100;2020-01-19;2020-01
Florida;Swift;Maruti;Sedan;Black;Manual;5;4;Hybrid;2020;7900;2022-09-04;2022-09
Detroit;Thar;Mahindra;SUV;Red;Manual;5;3;Electric;2015;9900;2017-09-11;2017-09
Florida;Thar;Mahindra;SUV;White;Automatic;5;3;Petrol;2022;7700;2021-05-05;2021-05
Texas;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Hybrid;2017;9200;2015-10-03;2015-10
North Carolina;Kags;Renault;SUV;Red;Manual;7;5;Hybrid;2018;9100;2018-12-15;2018-12
Tucson;Swift;Maruti;Sedan;Blue;Automatic;5;4;Electric;2018;8600;2020-12-12;2020-12
Detroit;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Petrol;2019;8000;2019-02-19;2019-02
Tucson;Scorpio;Mahindra;SUV;Black;Manual;5;5;Electric;2021;9300;2018-03-18;2018-03
Florida;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Electric;2024;7500;2019-02-25;2019-02
Oklahoma;i20;Hyundai;Hatchback;White;Manual;4;5;Electric;2017;8200;2023-04-25;2023-04
Tucson;Scorpio;Mahindra;SUV;White;Automatic;5;5;Diesel;2016;8400;2016-04-06;2016-04
Madison;Plato;Prazo;Convertible;Black;Manual;2;2;Diesel;2019;9100;2017-06-15;2017-06
California;Creta;Hyundai;Hatchback;White;Automatic;5;5;Electric;2021;7800;2019-12-09;2019-12
San Jose;Thar;Mahindra;SUV;Gray;Automatic;5;3;Petrol;2021;7800;2018-07-31;2018-07
Philadelphia;Etriga;Maruti;Hatchback;Black;Manual;4;5;Electric;2021;7800;2015-12-21;2015-12
Tucson;Seltos;Kia;Hatchback;Blue;Manual;5;5;Diesel;2023;6200;2016-06-23;2016-06
San Jose;Swift;Maruti;Sedan;Red;Manual;5;4;Petrol;2020;6900;2024-06-15;2024-06
Tucson;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Diesel;2020;6500;2022-10-03;2022-10
Oklahoma;Hilux;Toyota;Truck;Gray;Manual;4;2;Hybrid;2021;8300;2024-06-02;2024-06
North Carolina;Scorpio;Mahindra;SUV;White;Manual;5;5;Electric;2018;9600;2021-08-13;2021-08
North Carolina;Hilux;Toyota;Truck;Red;Manual;4;2;Hybrid;2020;8400;2018-05-08;2018-05
Detroit;Kags;Renault;SUV;Black;Automatic;7;5;Diesel;2023;7700;2015-03-10;2015-03
New York;Thar;Mahindra;SUV;Red;Manual;5;3;Hybrid;2023;8600;2023-02-23;2023-02
Portland;Yodha;Tata;Truck;Blue;Automatic;3;2;Diesel;2018;7700;2017-08-14;2017-08
Utah;Dzire;Maruti;Sedan;Red;Automatic;5;5;Electric;2016;8800;2017-08-17;2017-08
Tennessee;Dzire;Maruti;Sedan;Black;Automatic;5;5;Electric;2017;8700;2016-11-20;2016-11
Florida;i20;Hyundai;Hatchback;Black;Manual;4;5;Diesel;2020;6500;2015-03-19;2015-03
Tucson;Seltos;Kia;Hatchback;Red;Automatic;5;5;Petrol;2021;6300;2015-06-25;2015-06
Florida;Fortuner;Toyota;SUV;Black;Automatic;8;5;Diesel;2015;8500;2018-05-20;2018-05
Tucson;Yodha;Tata;Truck;White;Manual;3;2;Electric;2021;8800;2018-08-07;2018-08
Philadelphia;Seltos;Kia;Hatchback;Red;Manual;5;5;Electric;2023;7600;2018-09-26;2018-09
Portland;Yodha;Tata;Truck;White;Automatic;3;2;Petrol;2015;7900;2024-02-13;2024-02
Madison;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Petrol;2015;8400;2015-12-15;2015-12
Madison;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Petrol;2023;6100;2024-01-20;2024-01
North Carolina;Fortuner;Toyota;SUV;Red;Manual;8;5;Electric;2022;9200;2020-11-22;2020-11
Tucson;Seltos;Kia;Hatchback;Red;Automatic;5;5;Petrol;2020;6400;2017-05-22;2017-05
Florida;Kags;Renault;SUV;Red;Automatic;7;5;Electric;2019;9500;2019-08-25;2019-08
Philadelphia;Swift;Maruti;Sedan;Gray;Automatic;5;4;Petrol;2016;7300;2024-05-24;2024-05
Denver;Yodha;Tata;Truck;Blue;Manual;3;2;Electric;2018;9100;2020-06-26;2020-06
Utah;Thar;Mahindra;SUV;Gray;Manual;5;3;Electric;2019;9500;2018-02-22;2018-02
Detroit;Yodha;Tata;Truck;Blue;Automatic;3;2;Electric;2015;9400;2015-03-25;2015-03
Florida;Seltos;Kia;Hatchback;Gray;Manual;5;5;Electric;2020;7900;2022-07-31;2022-07
Utah;Thar;Mahindra;SUV;Red;Manual;5;3;Electric;2022;9200;2022-02-06;2022-02
North Carolina;Kags;Renault;SUV;Black;Automatic;7;5;Hybrid;2019;9000;2017-07-15;2017-07
Texas;Fortuner;Toyota;SUV;White;Automatic;8;5;Hybrid;2016;9300;2015-05-22;2015-05
Oklahoma;Plato;Prazo;Convertible;Black;Manual;2;2;Petrol;2023;8600;2019-09-28;2019-09
New York;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Hybrid;2015;7900;2024-08-19;2024-08
Florida;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Hybrid;2024;7000;2023-08-05;2023-08
Columbus;Seltos;Kia;Hatchback;Blue;Manual;5;5;Petrol;2017;6700;2018-06-15;2018-06
Madison;Scorpio;Mahindra;SUV;White;Automatic;5;5;Petrol;2019;8000;2017-12-28;2017-12
Portland;Dzire;Maruti;Sedan;White;Automatic;5;5;Diesel;2016;7400;2022-01-04;2022-01
Tucson;Plato;Prazo;Convertible;Black;Manual;2;2;Hybrid;2018;10100;2016-02-17;2016-02
San Jose;Seltos;Kia;Hatchback;Blue;Manual;5;5;Petrol;2021;6300;2016-06-25;2016-06
Chicago;i20;Hyundai;Hatchback;Gray;Automatic;4;5;Petrol;2015;6900;2019-10-14;2019-10
Denver;i20;Hyundai;Hatchback;Red;Automatic;4;5;Hybrid;2023;7100;2023-08-10;2023-08
Utah;Fortuner;Toyota;SUV;Black;Manual;8;5;Hybrid;2022;8700;2018-04-22;2018-04
Chicago;Swift;Maruti;Sedan;Black;Manual;5;4;Electric;2023;8100;2022-09-19;2022-09
Oklahoma;Yodha;Tata;Truck;Red;Manual;3;2;Petrol;2020;7400;2023-08-30;2023-08
Portland;i20;Hyundai;Hatchback;White;Manual;4;5;Petrol;2020;6400;2015-10-05;2015-10
North Carolina;Etriga;Maruti;Hatchback;Red;Manual;4;5;Diesel;2018;6700;2022-06-28;2022-06
Madison;Creta;Hyundai;Hatchback;White;Manual;5;5;Hybrid;2015;7900;2022-08-01;2022-08
Florida;Dzire;Maruti;Sedan;Blue;Manual;5;5;Electric;2015;8900;2019-07-22;2019-07
Denver;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Diesel;2019;6600;2016-06-22;2016-06
California;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Diesel;2020;6500;2022-04-20;2022-04
North Carolina;Seltos;Kia;Hatchback;Gray;Manual;5;5;Diesel;2016;6900;2018-05-01;2018-05
San Jose;Scorpio;Mahindra;SUV;White;Manual;5;5;Petrol;2020;7900;2023-08-28;2023-08
Chicago;Plato;Prazo;Convertible;Black;Manual;2;2;Hybrid;2019;10000;2017-09-18;2017-09
Detroit;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Electric;2024;7500;2019-07-17;2019-07
Utah;Fortuner;Toyota;SUV;White;Automatic;8;5;Hybrid;2019;9000;2020-09-04;2020-09
Columbus;Kags;Renault;SUV;Gray;Manual;7;5;Electric;2020;9400;2015-09-24;2015-09
North Carolina;Kags;Renault;SUV;White;Automatic;7;5;Hybrid;2017;9200;2017-10-13;2017-10
Philadelphia;Yodha;Tata;Truck;Black;Manual;3;2;Electric;2024;8500;2015-05-12;2015-05
Denver;i20;Hyundai;Hatchback;Red;Manual;4;5;Diesel;2022;6300;2015-02-07;2015-02
Detroit;Swift;Maruti;Sedan;Blue;Manual;5;4;Electric;2023;8100;2024-07-11;2024-07
Philadelphia;Dzire;Maruti;Sedan;Red;Automatic;5;5;Diesel;2020;7000;2023-06-22;2023-06
Denver;Kags;Renault;SUV;Red;Automatic;7;5;Hybrid;2020;8900;2024-09-22;2024-09
Tucson;Hilux;Toyota;Truck;Blue;Automatic;4;2;Hybrid;2023;8100;2024-12-18;2024-12
North Carolina;Plato;Prazo;Convertible;White;Automatic;2;2;Petrol;2018;9100;2018-06-01;2018-06
Utah;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Diesel;2016;6900;2019-07-06;2019-07
California;i20;Hyundai;Hatchback;Black;Manual;4;5;Electric;2023;7600;2023-02-06;2023-02
Columbus;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Hybrid;2015;9400;2021-09-17;2021-09
Chicago;Etriga;Maruti;Hatchback;Gray;Automatic;4;5;Diesel;2017;6800;2018-03-13;2018-03
North Carolina;i20;Hyundai;Hatchback;Black;Manual;4;5;Diesel;2017;6800;2021-10-10;2021-10
Tucson;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Diesel;2019;8100;2023-12-20;2023-12
Oklahoma;Kags;Renault;SUV;Blue;Automatic;7;5;Petrol;2022;7700;2019-05-15;2019-05
Tucson;Yodha;Tata;Truck;White;Automatic;3;2;Electric;2019;9000;2023-11-22;2023-11
North Carolina;Fortuner;Toyota;SUV;Blue;Manual;8;5;Hybrid;2018;9100;2024-03-22;2024-03
Detroit;Creta;Hyundai;Hatchback;Black;Manual;5;5;Electric;2015;8400;2017-12-28;2017-12
Detroit;Hilux;Toyota;Truck;Gray;Automatic;4;2;Electric;2017;9200;2024-01-07;2024-01
Tennessee;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Diesel;2023;7700;2018-01-04;2018-01
North Carolina;Hilux;Toyota;Truck;Black;Manual;4;2;Electric;2016;9300;2018-03-26;2018-03
Chicago;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Electric;2017;9700;2015-06-18;2015-06
North Carolina;Etriga;Maruti;Hatchback;White;Manual;4;5;Hybrid;2016;7800;2022-01-25;2022-01
Texas;Swift;Maruti;Sedan;Blue;Automatic;5;4;Diesel;2019;7100;2019-06-06;2019-06
Portland;Yodha;Tata;Truck;Gray;Automatic;3;2;Hybrid;2021;8300;2018-05-24;2018-05
California;Thar;Mahindra;SUV;Black;Automatic;5;3;Petrol;2015;8400;2023-07-10;2023-07
Oklahoma;Swift;Maruti;Sedan;Blue;Manual;5;4;Hybrid;2021;7800;2021-09-17;2021-09
North Carolina;Kags;Renault;SUV;Blue;Manual;7;5;Petrol;2016;8300;2019-12-03;2019-12
North Carolina;Yodha;Tata;Truck;Black;Manual;3;2;Petrol;2024;7000;2017-09-06;2017-09
Texas;Thar;Mahindra;SUV;White;Manual;5;3;Petrol;2016;8300;2022-08-09;2022-08
Texas;Seltos;Kia;Hatchback;Black;Manual;5;5;Petrol;2024;6000;2024-10-19;2024-10
Tennessee;Etriga;Maruti;Hatchback;Red;Manual;4;5;Diesel;2016;6900;2021-06-22;2021-06
Detroit;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Petrol;2015;6900;2022-05-12;2022-05
Utah;Dzire;Maruti;Sedan;Red;Automatic;5;5;Electric;2022;8200;2023-09-27;2023-09
Columbus;Thar;Mahindra;SUV;White;Automatic;5;3;Diesel;2019;8100;2024-02-18;2024-02
Oklahoma;Thar;Mahindra;SUV;White;Automatic;5;3;Hybrid;2017;9200;2023-11-19;2023-11
Utah;Creta;Hyundai;Hatchback;White;Automatic;5;5;Electric;2022;7700;2024-06-30;2024-06
Utah;Dzire;Maruti;Sedan;Black;Manual;5;5;Hybrid;2020;7900;2023-09-14;2023-09
North Carolina;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Hybrid;2023;7100;2016-10-07;2016-10
Detroit;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Petrol;2024;7500;2015-12-21;2015-12
Denver;Plato;Prazo;Convertible;Black;Manual;2;2;Petrol;2017;9200;2019-12-30;2019-12
Denver;Kags;Renault;SUV;Gray;Automatic;7;5;Electric;2024;9000;2015-06-04;2015-06
Florida;Fortuner;Toyota;SUV;Red;Automatic;8;5;Electric;2016;9800;2024-12-17;2024-12
Utah;Dzire;Maruti;Sedan;Black;Manual;5;5;Petrol;2021;6800;2015-10-21;2015-10
Texas;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Diesel;2019;6600;2021-07-24;2021-07
Florida;Seltos;Kia;Hatchback;Blue;Manual;5;5;Diesel;2021;6400;2019-04-01;2019-04
North Carolina;Fortuner;Toyota;SUV;Gray;Manual;8;5;Electric;2017;9700;2021-07-14;2021-07
New York;Thar;Mahindra;SUV;Red;Automatic;5;3;Petrol;2020;7900;2020-11-26;2020-11
Oklahoma;Hilux;Toyota;Truck;Gray;Automatic;4;2;Petrol;2018;7600;2019-08-09;2019-08
Utah;Thar;Mahindra;SUV;Red;Manual;5;3;Hybrid;2020;8900;2019-02-04;2019-02
North Carolina;Hilux;Toyota;Truck;Blue;Manual;4;2;Petrol;2023;7100;2019-03-04;2019-03
Columbus;Swift;Maruti;Sedan;Black;Automatic;5;4;Petrol;2019;7000;2024-08-25;2024-08
North Carolina;Hilux;Toyota;Truck;Black;Automatic;4;2;Petrol;2020;7400;2017-03-18;2017-03
Chicago;Kags;Renault;SUV;Black;Automatic;7;5;Petrol;2018;8100;2024-08-08;2024-08
Texas;Scorpio;Mahindra;SUV;Gray;Manual;5;5;Hybrid;2024;8500;2017-02-27;2017-02
Portland;Plato;Prazo;Convertible;Gray;Automatic;2;2;Electric;2015;10900;2023-10-25;2023-10
Denver;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Petrol;2015;8400;2019-05-30;2019-05
Florida;Fortuner;Toyota;SUV;White;Automatic;8;5;Hybrid;2023;8600;2018-12-18;2018-12
Utah;Seltos;Kia;Hatchback;Black;Manual;5;5;Electric;2017;8200;2024-02-26;2024-02
Portland;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Electric;2019;9500;2024-03-08;2024-03
San Jose;Hilux;Toyota;Truck;White;Manual;4;2;Diesel;2016;7900;2021-04-11;2021-04
Utah;Hilux;Toyota;Truck;Red;Manual;4;2;Diesel;2017;7800;2024-12-01;2024-12
San Jose;Kags;Renault;SUV;Black;Automatic;7;5;Electric;2022;9200;2022-04-01;2022-04
North Carolina;Plato;Prazo;Convertible;Black;Automatic;2;2;Hybrid;2015;10400;2016-06-30;2016-06
Columbus;Kags;Renault;SUV;White;Manual;7;5;Hybrid;2015;9400;2016-03-29;2016-03
Chicago;Thar;Mahindra;SUV;Red;Automatic;5;3;Hybrid;2015;9400;2018-03-25;2018-03
Portland;Hilux;Toyota;Truck;Red;Manual;4;2;Diesel;2018;7700;2017-12-18;2017-12
San Jose;Dzire;Maruti;Sedan;Black;Manual;5;5;Diesel;2017;7300;2023-09-21;2023-09
Denver;Kags;Renault;SUV;Gray;Manual;7;5;Petrol;2018;8100;2019-02-17;2019-02
Tennessee;Thar;Mahindra;SUV;Blue;Automatic;5;3;Diesel;2024;7600;2019-07-02;2019-07
Philadelphia;i20;Hyundai;Hatchback;Blue;Manual;4;5;Hybrid;2019;7500;2015-04-19;2015-04
Tennessee;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Diesel;2021;6400;2018-02-09;2018-02
North Carolina;Dzire;Maruti;Sedan;Blue;Manual;5;5;Electric;2018;8600;2015-03-03;2015-03
Oklahoma;Hilux;Toyota;Truck;Red;Manual;4;2;Hybrid;2021;8300;2021-11-07;2021-11
Philadelphia;Thar;Mahindra;SUV;Blue;Manual;5;3;Electric;2022;9200;2019-05-15;2019-05
Tennessee;Yodha;Tata;Truck;Red;Manual;3;2;Diesel;2020;7500;2022-05-24;2022-05
Utah;Dzire;Maruti;Sedan;Red;Manual;5;5;Petrol;2019;7000;2022-02-18;2022-02
Oklahoma;Fortuner;Toyota;SUV;Black;Manual;8;5;Hybrid;2018;9100;2024-01-22;2024-01
Philadelphia;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Petrol;2024;7500;2023-04-29;2023-04
Madison;Fortuner;Toyota;SUV;Red;Automatic;8;5;Diesel;2022;7800;2021-02-10;2021-02
San Jose;Creta;Hyundai;Hatchback;Gray;Automatic;5;5;Petrol;2022;6200;2022-11-24;2022-11
Detroit;Yodha;Tata;Truck;Black;Manual;3;2;Diesel;2016;7900;2024-12-08;2024-12
New York;Plato;Prazo;Convertible;Red;Manual;2;2;Diesel;2015;9500;2024-02-24;2024-02
Columbus;Seltos;Kia;Hatchback;Blue;Manual;5;5;Electric;2024;7500;2020-03-10;2020-03
New York;Etriga;Maruti;Hatchback;Black;Manual;4;5;Hybrid;2015;7900;2020-09-28;2020-09
San Jose;Seltos;Kia;Hatchback;Red;Manual;5;5;Diesel;2023;6200;2024-09-03;2024-09
California;Kags;Renault;SUV;White;Automatic;7;5;Diesel;2020;8000;2022-05-20;2022-05
Tucson;Seltos;Kia;Hatchback;Black;Automatic;5;5;Electric;2016;8300;2018-08-18;2018-08
Columbus;Dzire;Maruti;Sedan;Black;Manual;5;5;Diesel;2024;6600;2019-10-23;2019-10
North Carolina;Etriga;Maruti;Hatchback;Gray;Manual;4;5;Electric;2017;8200;2024-02-09;2024-02
New York;Seltos;Kia;Hatchback;Black;Manual;5;5;Electric;2022;7700;2016-05-05;2016-05
North Carolina;Hilux;Toyota;Truck;White;Manual;4;2;Diesel;2024;7100;2022-11-12;2022-11
North Carolina;i20;Hyundai;Hatchback;Black;Manual;4;5;Electric;2021;7800;2019-11-13;2019-11
Texas;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Hybrid;2021;7300;2019-09-25;2019-09
Utah;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Petrol;2024;6000;2016-12-01;2016-12
Chicago;Thar;Mahindra;SUV;Red;Manual;5;3;Diesel;2021;7900;2021-09-17;2021-09
Columbus;Etriga;Maruti;Hatchback;Blue;Manual;4;5;Petrol;2021;6300;2023-05-07;2023-05
North Carolina;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Diesel;2019;6600;2015-09-27;2015-09
Tennessee;Hilux;Toyota;Truck;Gray;Manual;4;2;Electric;2020;8900;2020-01-23;2020-01
New York;Plato;Prazo;Convertible;Red;Automatic;2;2;Diesel;2023;8700;2016-05-31;2016-05
Texas;Hilux;Toyota;Truck;Blue;Automatic;4;2;Diesel;2015;8000;2017-11-02;2017-11
Texas;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Electric;2021;7800;2024-06-09;2024-06
Madison;Kags;Renault;SUV;Blue;Automatic;7;5;Petrol;2018;8100;2017-01-17;2017-01
Denver;i20;Hyundai;Hatchback;White;Automatic;4;5;Diesel;2021;6400;2020-01-20;2020-01
Detroit;Yodha;Tata;Truck;Blue;Manual;3;2;Diesel;2023;7200;2023-03-22;2023-03
Denver;Kags;Renault;SUV;White;Automatic;7;5;Hybrid;2016;9300;2016-10-18;2016-10
Utah;Plato;Prazo;Convertible;Blue;Automatic;2;2;Electric;2021;10300;2017-05-04;2017-05
New York;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Petrol;2016;8300;2021-06-14;2021-06
Tucson;Swift;Maruti;Sedan;Black;Manual;5;4;Electric;2015;8900;2022-01-13;2022-01
New York;Thar;Mahindra;SUV;Black;Manual;5;3;Hybrid;2015;9400;2018-06-13;2018-06
Detroit;Swift;Maruti;Sedan;Gray;Automatic;5;4;Electric;2021;8300;2023-11-04;2023-11
Portland;Scorpio;Mahindra;SUV;Gray;Manual;5;5;Petrol;2021;7800;2016-01-31;2016-01
San Jose;Yodha;Tata;Truck;Red;Automatic;3;2;Petrol;2021;7300;2017-08-17;2017-08
Portland;Thar;Mahindra;SUV;Blue;Manual;5;3;Hybrid;2017;9200;2020-05-08;2020-05
California;Swift;Maruti;Sedan;Blue;Automatic;5;4;Electric;2023;8100;2020-11-16;2020-11
North Carolina;Plato;Prazo;Convertible;Red;Automatic;2;2;Hybrid;2018;10100;2015-05-30;2015-05
Columbus;Plato;Prazo;Convertible;Gray;Automatic;2;2;Electric;2019;10500;2022-09-29;2022-09
Portland;Hilux;Toyota;Truck;Black;Automatic;4;2;Electric;2023;8600;2018-08-30;2018-08
New York;Yodha;Tata;Truck;Gray;Automatic;3;2;Diesel;2022;7300;2023-01-27;2023-01
Philadelphia;Thar;Mahindra;SUV;Gray;Manual;5;3;Electric;2020;9400;2017-03-05;2017-03
California;Swift;Maruti;Sedan;White;Manual;5;4;Petrol;2021;6800;2016-04-16;2016-04
California;Kags;Renault;SUV;White;Automatic;7;5;Electric;2017;9700;2020-02-13;2020-02
Detroit;Kags;Renault;SUV;Black;Automatic;7;5;Electric;2024;9000;2015-11-27;2015-11
Philadelphia;Etriga;Maruti;Hatchback;Gray;Manual;4;5;Electric;2016;8300;2021-03-26;2021-03
North Carolina;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Diesel;2015;8500;2024-07-01;2024-07
Detroit;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Petrol;2022;6200;2021-09-29;2021-09
North Carolina;Seltos;Kia;Hatchback;Blue;Manual;5;5;Petrol;2020;6400;2022-11-04;2022-11
Chicago;Hilux;Toyota;Truck;Blue;Automatic;4;2;Electric;2018;9100;2023-08-18;2023-08
Texas;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Petrol;2015;6900;2017-04-13;2017-04
California;Seltos;Kia;Hatchback;Red;Automatic;5;5;Hybrid;2015;7900;2017-07-21;2017-07
Utah;Hilux;Toyota;Truck;Blue;Automatic;4;2;Electric;2019;9000;2024-03-02;2024-03
Tucson;Fortuner;Toyota;SUV;Red;Automatic;8;5;Hybrid;2019;9000;2016-03-12;2016-03
Utah;Fortuner;Toyota;SUV;Black;Automatic;8;5;Electric;2016;9800;2018-02-18;2018-02
Utah;Dzire;Maruti;Sedan;Black;Automatic;5;5;Petrol;2015;7400;2018-04-11;2018-04
Columbus;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Diesel;2016;6900;2021-02-15;2021-02
Detroit;Thar;Mahindra;SUV;Blue;Automatic;5;3;Diesel;2016;8400;2019-11-02;2019-11
Madison;Seltos;Kia;Hatchback;Black;Manual;5;5;Hybrid;2017;7700;2015-12-21;2015-12
Portland;Kags;Renault;SUV;Gray;Manual;7;5;Diesel;2016;8400;2024-10-10;2024-10
Oklahoma;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Hybrid;2020;7400;2022-12-30;2022-12
North Carolina;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Diesel;2018;6700;2020-06-29;2020-06
San Jose;Dzire;Maruti;Sedan;Red;Automatic;5;5;Petrol;2019;7000;2023-01-22;2023-01
Utah;Kags;Renault;SUV;White;Automatic;7;5;Petrol;2015;8400;2015-04-17;2015-04
Portland;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Hybrid;2017;7700;2020-12-16;2020-12
Tucson;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Electric;2022;9200;2015-05-01;2015-05
Columbus;Fortuner;Toyota;SUV;Black;Manual;8;5;Diesel;2022;7800;2016-02-12;2016-02
Denver;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Hybrid;2018;9100;2021-10-11;2021-10
Chicago;Fortuner;Toyota;SUV;Blue;Manual;8;5;Electric;2021;9300;2019-01-13;2019-01
Oklahoma;Fortuner;Toyota;SUV;Black;Automatic;8;5;Hybrid;2024;8500;2023-04-08;2023-04
Tucson;Kags;Renault;SUV;Black;Automatic;7;5;Petrol;2017;8200;2024-03-14;2024-03
California;Thar;Mahindra;SUV;Black;Manual;5;3;Diesel;2015;8500;2021-02-05;2021-02
Florida;Swift;Maruti;Sedan;Red;Automatic;5;4;Hybrid;2023;7600;2023-10-25;2023-10
Chicago;Kags;Renault;SUV;Red;Automatic;7;5;Diesel;2024;7600;2015-09-24;2015-09
Portland;Thar;Mahindra;SUV;Black;Automatic;5;3;Petrol;2019;8000;2024-02-11;2024-02
Texas;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Electric;2020;9400;2024-03-21;2024-03
New York;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Hybrid;2015;7900;2023-10-27;2023-10
Tennessee;Hilux;Toyota;Truck;Black;Manual;4;2;Electric;2020;8900;2024-01-24;2024-01
Detroit;Plato;Prazo;Convertible;Black;Manual;2;2;Hybrid;2019;10000;2016-03-11;2016-03
California;Yodha;Tata;Truck;White;Automatic;3;2;Hybrid;2016;8800;2021-09-07;2021-09
Florida;Seltos;Kia;Hatchback;Black;Automatic;5;5;Diesel;2018;6700;2018-10-10;2018-10
Philadelphia;Thar;Mahindra;SUV;Blue;Manual;5;3;Electric;2018;9600;2021-05-17;2021-05
Tennessee;Swift;Maruti;Sedan;Gray;Automatic;5;4;Hybrid;2016;8300;2022-08-26;2022-08
Florida;Dzire;Maruti;Sedan;White;Manual;5;5;Diesel;2022;6800;2021-07-15;2021-07
California;Yodha;Tata;Truck;Black;Automatic;3;2;Hybrid;2023;8100;2018-08-22;2018-08
Tennessee;Creta;Hyundai;Hatchback;Black;Manual;5;5;Electric;2018;8100;2017-03-28;2017-03
North Carolina;Seltos;Kia;Hatchback;Blue;Manual;5;5;Petrol;2020;6400;2021-08-25;2021-08
Denver;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Diesel;2021;6400;2024-10-16;2024-10
Detroit;Yodha;Tata;Truck;Gray;Automatic;3;2;Electric;2021;8800;2017-07-16;2017-07
California;Hilux;Toyota;Truck;Red;Manual;4;2;Diesel;2017;7800;2019-07-30;2019-07
Denver;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Electric;2020;7900;2021-12-04;2021-12
California;Swift;Maruti;Sedan;Blue;Automatic;5;4;Hybrid;2018;8100;2016-10-13;2016-10
Tucson;Swift;Maruti;Sedan;Black;Automatic;5;4;Diesel;2023;6700;2024-02-05;2024-02
Chicago;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Hybrid;2019;9000;2024-03-12;2024-03
Portland;Plato;Prazo;Convertible;White;Automatic;2;2;Electric;2024;10000;2020-09-09;2020-09
Oklahoma;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Diesel;2018;8200;2020-08-20;2020-08
Tennessee;Hilux;Toyota;Truck;Black;Manual;4;2;Diesel;2022;7300;2017-09-26;2017-09
North Carolina;Plato;Prazo;Convertible;Blue;Automatic;2;2;Petrol;2016;9300;2022-04-07;2022-04
California;Dzire;Maruti;Sedan;Gray;Manual;5;5;Hybrid;2016;8300;2023-10-13;2023-10
San Jose;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Diesel;2022;6800;2015-05-15;2015-05
Columbus;Creta;Hyundai;Hatchback;Gray;Manual;5;5;Diesel;2021;6400;2021-01-01;2021-01
Tucson;Kags;Renault;SUV;Blue;Manual;7;5;Diesel;2019;8100;2016-10-19;2016-10
Tennessee;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Petrol;2022;6200;2018-11-10;2018-11
Columbus;Seltos;Kia;Hatchback;Gray;Manual;5;5;Petrol;2022;6200;2024-11-11;2024-11
Chicago;Thar;Mahindra;SUV;Gray;Automatic;5;3;Petrol;2015;8400;2022-03-21;2022-03
Madison;Kags;Renault;SUV;Blue;Manual;7;5;Hybrid;2015;9400;2015-02-15;2015-02
Chicago;Yodha;Tata;Truck;Gray;Automatic;3;2;Electric;2024;8500;2020-12-27;2020-12
